Month	Date	Mean station level air pressure (hPa)	Mean sea level air pressure (hPa)	Total rainfall (mm)	Maximum rainfall per hour (mm)	Maximum rainfall per 10 minutes (mm)	Mean air temperature (℃)	Maximum temperature　(℃)	Minimum temperature　(℃)	Mean relative humidity　(%)	Minimum relative humidity (%)	Mean wind speed (m/s)	Maximum wind speed (m/s)	Direction of Maximum wind speed	Maximum instantaneous wind speed (m/s)	Direction of Maximum instantaneous wind speed	Sunshine duration (h)	Total snowfall (cm)	Maximum depth of snow cover (cm)	Meteorological summary 6:00-18:00	Meteorological summary 18:00- next day 6:00	
2	2	1004.7	1009.2	--	--	--	2.6	6.0	0.7	24	11	4.8	9.8	西北西	15.5	西	8.7	--	--	晴	快晴	
2	3	1013.1	1017.6	--	--	--	2.8	6.7	-1.0	32	15	2.1	4.9	南南東	8.2	南南西	9.5	--	--	快晴	快晴	
2	4	1012.3	1016.8	--	--	--	5.5	10.8	-1.0	33	16	1.9	3.9	南南東	6.8	北西	9.8	--	--	快晴	快晴	
2	5	1019.0	1023.5	--	--	--	6.1	9.0	2.6	41	26	2.4	5.1	南南東	7.6	南南東	3.5	--	--	晴時々曇	曇一時晴	
2	6	1015.1	1019.7	4.0	1.5	0.5	4.9	5.9	3.8	67	49	2.3	4.4	北北西	7.0	北西	0.0	--	--	雨時々曇	曇後雨	
2	7	995.4	999.8	28.5	6.0	2.0	7.7	10.0	5.0	82	77	2.0	4.7	北北西	9.6	北北西	0.0	--	--	雨後曇	曇	
2	8	1000.2	1004.7	0.0	0.0	0.0	6.6	9.9	3.8	40	26	3.2	7.0	北北西	14.2	北北西	0.3	--	--	曇	曇一時雪後晴	
2	9	1010.4	1015.0	--	--	--	4.7	8.1	0.4	28	14	2.3	4.4	北西	7.0	西北西	9.5	--	--	晴	薄曇時々晴	
2	10	1011.8	1016.4	--	--	--	5.7	9.4	2.1	42	27	2.0	4.7	南	7.0	北北東	8.4	--	--	晴	晴	
2	11	1014.3	1018.8	--	--	--	5.4	9.1	1.1	43	24	2.3	5.7	北西	10.5	北北西	7.2	--	--	晴後一時曇	曇後晴	
2	12	1018.8	1023.4	--	--	--	5.0	9.5	1.2	33	23	3.4	7.5	北北西	15.4	北北西	9.9	--	--	快晴	晴後薄曇	
2	13	1021.3	1025.8	0.0	0.0	0.0	5.8	9.2	1.8	40	27	1.9	3.8	北北東	8.1	北北西	2.7	--	--	曇	曇一時雨	
2	14	1014.3	1018.8	3.5	1.5	0.5	5.2	6.9	3.7	73	39	2.8	5.2	北北西	8.5	北北西	0.0	--	--	雨一時曇	曇一時雨	
2	15	1007.6	1012.0	0.0	0.0	0.0	7.6	12.7	4.9	62	35	2.6	6.5	北北西	12.0	北北西	0.6	--	--	曇	曇	
2	16	1009.4	1013.9	1.0	1.0	0.5	3.3	5.6	1.7	54	32	2.7	6.2	北北西	11.9	北西	0.0	--	--	曇後時々雨、あられを伴う	曇時々雪一時雨、あられを伴う	
2	17	1004.8	1009.3	2.0	1.5	0.5	3.7	8.8	1.1	67	30	2.5	5.3	北北西	9.9	北	5.9	--	--	晴時々曇	雪後時々曇	
2	18	1009.6	1014.2	0.5	0.5	0.5	2.5	6.4	0.0	41	16	4.2	8.4	北西	13.9	北西	9.8	--	--	快晴	晴	
2	19	1016.7	1021.2	--	--	--	3.3	7.6	-0.6	37	18	2.2	5.2	南東	7.7	南東	8.7	--	--	晴	快晴	
2	20	1019.1	1023.7	--	--	--	5.8	10.4	0.7	41	15	2.6	6.2	南	10.0	南	10.0	--	--	晴	快晴	
2	21	1015.3	1019.8	--	--	--	8.1	12.6	2.9	36	13	2.2	4.9	南南東	8.5	北東	10.1	--	--	晴	曇	
2	22	1018.3	1022.8	0.0	0.0	0.0	7.9	9.8	5.8	53	47	2.6	4.7	東	8.7	東	3.1	--	--	晴後曇	曇後雨	
2	23	1001.4	1005.8	17.0	5.5	1.5	7.8	11.5	5.1	81	43	2.8	7.3	北北西	13.9	北北西	2.7	--	--	雨後晴	薄曇	
2	24	1008.6	1013.0	0.0	0.0	0.0	11.5	15.4	8.3	42	22	4.3	9.5	北北西	16.4	北	7.7	--	--	晴時々曇	曇後雨	
2	25	1005.0	1009.5	19.0	3.5	1.5	5.8	10.2	3.6	83	59	2.9	5.4	北北西	10.5	北西	0.0	--	--	雨後曇	曇	
2	26	1007.9	1012.3	0.0	0.0	0.0	6.0	9.2	4.0	49	30	2.9	8.0	北北西	13.4	北北西	0.4	--	--	曇	曇	
2	27	1014.4	1018.9	--	--	--	4.7	9.2	1.9	28	20	4.9	8.2	北北西	14.6	北北西	5.7	--	--	晴後一時曇	曇	
2	28	1023.1	1027.7	--	--	--	3.7	6.9	0.3	41	27	2.5	4.2	南東	7.0	東	8.2	--	--	薄曇一時晴	曇後雪	
2	29	1020.3	1024.9	18.5	3.0	1.0	2.3	5.4	0.7	86	53	3.4	5.3	北西	9.0	北北西	0.0	2	2	雪後時々雨一時曇	曇後晴	
3	1	1014.8	1019.3	--	--	--	8.2	12.4	3.3	76	58	2.4	4.7	北西	8.2	北西	3.1	--	0	曇時々晴	曇	
3	2	1011.1	1015.6	10.0	2.5	0.5	7.3	10.4	4.0	85	69	2.5	5.3	北北西	9.5	北北西	0.0	--	--	雨一時曇	雨一時霧雨後曇	
3	3	1016.6	1021.1	0.5	0.5	0.5	7.1	11.6	3.8	65	43	2.9	5.3	北北西	9.4	北北西	6.4	--	--	晴時々曇	曇	
3	4	1024.8	1029.4	0.5	0.5	0.5	5.5	6.6	3.5	64	51	2.7	3.9	北東	7.9	北北東	0.0	--	--	曇	雨	
3	5	1011.3	1015.8	37.0	5.5	1.5	5.7	10.1	2.5	91	87	3.0	5.7	北北西	10.3	北西	0.0	--	--	大雨後一時曇	曇	
3	6	999.6	1003.9	3.0	2.0	1.0	11.4	15.1	8.0	87	76	1.9	5.4	北西	8.6	北西	4.2	--	--	曇一時雨後晴	曇一時霧雨	
3	7	1006.8	1011.2	--	0.0	--	12.6	15.7	11.0	72	44	2.4	5.7	南東	10.7	東	0.3	--	--	曇	曇後時々雨	
3	8	1012.4	1016.8	0.0	0.0	0.0	9.6	11.1	7.9	66	52	2.8	4.9	北北東	9.7	北東	0.0	--	--	雨後曇	曇後雨	
3	9	1011.6	1016.1	26.5	2.5	0.5	7.3	9.7	5.3	89	75	2.9	5.4	北北西	10.5	北北西	0.0	--	--	雨	雨	
3	10	1008.6	1013.1	19.5	3.0	1.0	5.3	7.6	2.0	83	70	3.3	6.2	北北西	12.2	北北西	0.1	--	--	雨時々みぞれ後一時曇	曇一時晴	
3	11	1005.3	1009.7	0.0	0.0	0.0	7.4	11.1	4.1	69	48	2.7	5.9	南南東	9.5	南南東	4.9	--	--	晴時々曇	晴	
3	12	1005.3	1009.8	--	--	--	7.2	12.6	2.9	37	14	3.7	7.3	北北西	15.0	西北西	7.4	--	--	晴一時曇	晴	
3	13	1015.4	1019.9	--	--	--	6.8	10.7	3.4	34	15	4.1	7.2	北西	14.6	北西	10.6	--	--	晴	晴	
3	14	1018.7	1023.2	--	--	--	7.2	10.4	3.2	51	33	2.3	4.8	南南東	7.4	南南東	9.3	--	--	晴	晴	
3	15	1016.7	1021.2	--	--	--	7.9	13.6	3.6	45	20	4.1	9.7	西北西	16.5	北西	11.2	--	--	晴	快晴	
3	16	1022.2	1026.7	--	--	--	7.7	11.1	3.3	42	22	3.1	5.7	南南東	9.6	南東	9.2	--	--	薄曇一時晴	曇後一時雨	
3	17	1010.6	1015.1	24.0	4.0	1.0	6.8	10.3	4.6	84	59	2.0	3.7	北西	6.3	西北西	0.0	--	--	雨	雨一時曇後晴	
3	18	1001.0	1005.4	1.0	0.5	0.5	9.6	11.8	6.5	89	78	1.6	3.5	北北西	6.7	東南東	0.0	--	--	曇後時々雨	曇一時雨後晴	
3	19	1005.8	1010.3	--	--	--	9.1	12.2	6.4	40	19	4.0	8.8	北北西	17.6	北北西	6.5	--	--	晴後曇	曇	
3	20	1006.7	1011.2	0.0	0.0	0.0	8.2	12.1	4.2	39	23	2.6	6.7	北北西	12.0	西北西	8.7	--	--	晴後一時薄曇	晴時々曇	
3	21	1011.1	1015.6	--	--	--	8.1	11.6	4.9	27	15	4.7	9.0	北北西	16.4	北北西	10.2	--	--	快晴	晴後一時薄曇	
3	22	1011.6	1016.0	--	--	--	10.1	14.8	4.2	38	28	1.6	3.6	西北西	4.9	西北西	3.5	--	--	曇	曇	
3	23	1006.9	1011.3	11.0	2.0	0.5	9.9	12.2	7.8	70	44	1.9	4.7	北西	9.5	北西	0.0	--	--	雨一時曇	雨後一時霧雨	
3	24	992.3	996.7	3.5	1.5	0.5	8.4	11.6	5.9	79	39	1.8	4.5	北北西	8.1	北	1.8	--	--	雨後一時晴	晴	
3	25	1000.6	1005.0	0.0	0.0	0.0	9.1	13.8	5.1	45	24	2.4	5.7	北西	11.9	北北西	8.1	--	--	晴一時曇	快晴	
3	26	1009.9	1014.4	0.0	0.0	0.0	8.2	12.1	4.6	31	18	2.8	8.2	北西	14.5	北西	7.2	--	--	晴後曇	晴	
3	27	1016.0	1020.4	--	--	--	9.6	14.0	4.4	40	18	3.3	7.5	南	10.8	南南西	11.9	--	--	快晴	快晴	
3	28	1013.8	1018.2	0.0	0.0	0.0	11.2	17.1	5.9	47	23	3.3	9.4	北西	19.4	北西	8.8	--	--	晴後一時雨	晴	
3	29	1020.4	1024.9	--	--	--	11.7	16.3	7.0	37	18	3.8	7.0	南	12.1	北西	11.9	--	--	快晴	薄曇	
3	30	1014.9	1019.3	--	--	--	15.3	19.4	11.6	52	37	5.6	9.9	南	18.3	南南西	3.7	--	--	曇後一時晴	曇	
3	31	1000.7	1005.0	8.0	5.0	1.5	14.1	18.9	8.4	60	37	7.6	14.2	南	28.5	南南東	0.7	--	--	雨時々曇	曇時々雨後晴	
4	1	1010.8	1015.2	--	--	--	10.0	14.7	5.8	35	27	3.5	7.1	南南東	13.0	北北西	9.3	--	--	晴	晴	
4	2	1020.0	1024.4	--	--	--	10.8	14.9	6.6	46	28	3.4	6.3	南	10.6	北西	11.0	--	--	晴	晴時々薄曇	
4	3	1000.5	1004.8	21.5	7.5	4.0	14.0	17.7	9.7	69	37	6.5	15.1	南南東	29.6	南南東	2.0	--	--	曇後雨	晴一時雨、大風を伴う	
4	4	998.5	1002.8	--	--	--	11.9	15.2	8.9	30	17	3.4	8.1	西	15.3	西南西	10.7	--	--	晴	晴後時々薄曇	
4	5	1000.5	1004.8	0.0	0.0	0.0	14.8	20.8	10.2	37	14	5.2	9.9	南南西	17.7	南南西	10.2	--	--	晴一時薄曇	晴時々曇一時雨	
4	6	1003.0	1007.4	0.5	0.5	0.5	10.7	16.0	8.0	49	20	3.3	7.6	北北西	12.9	西北西	8.0	--	--	晴時々曇	晴一時雨	
4	7	1009.7	1014.1	--	--	--	8.8	13.8	5.1	31	19	3.9	7.5	北西	13.2	北北西	7.9	--	--	晴後時々曇	曇時々晴	
4	8	1017.5	1022.0	--	--	--	9.5	13.5	5.1	40	23	3.9	7.0	南東	14.3	南	9.9	--	--	晴	晴後一時薄曇	
4	9	1013.2	1017.6	--	--	--	16.6	23.8	8.0	41	18	3.0	6.2	北西	12.1	南南西	11.0	--	--	晴後一時薄曇	快晴	
4	10	1017.8	1022.1	--	--	--	16.4	19.2	13.1	47	32	3.9	7.7	南南東	12.8	南南東	9.1	--	--	薄曇	曇時々晴後一時雨	
4	11	1004.2	1008.5	16.0	7.0	2.0	15.7	18.3	12.8	76	50	3.9	8.0	南南西	14.7	南	0.0	--	--	雨時々曇	雨後晴	
4	12	999.4	1003.6	--	0.0	--	17.4	23.0	11.3	59	31	3.6	6.7	南	13.3	北	11.7	--	--	晴後一時薄曇	薄曇時々晴	
4	13	1005.1	1009.4	4.0	2.0	1.0	17.2	23.0	12.7	61	23	2.7	5.3	南東	8.6	南南東	5.6	--	--	曇	雨一時曇	
4	14	1006.5	1010.9	32.0	3.5	1.0	9.9	12.8	8.8	87	72	3.2	5.6	北北西	12.8	北北東	0.0	--	--	雨	雨後晴時々曇	
4	15	1011.6	1016.0	--	--	--	11.8	16.3	8.7	65	36	2.4	4.8	東北東	7.7	東北東	8.9	--	--	薄曇一時晴	晴一時薄曇	
4	16	1011.4	1015.8	--	--	--	13.1	16.6	8.6	64	50	2.2	4.8	南東	8.0	南東	5.1	--	--	薄曇	曇	
4	17	1009.6	1014.0	1.5	0.5	0.5	14.9	19.1	12.0	71	50	2.3	6.4	南南東	9.7	北東	3.0	--	--	曇後時々雨、雷を伴う	晴一時雨	
4	18	1014.3	1018.6	0.0	0.0	0.0	15.0	19.9	11.2	64	41	2.5	5.7	東北東	9.2	東北東	7.6	--	--	晴後一時曇	曇後時々雨	
4	19	1019.7	1024.1	0.0	0.0	0.0	14.2	17.6	11.8	68	51	2.9	5.1	東北東	8.7	東北東	1.0	--	--	曇一時晴	曇	
4	20	1021.9	1026.4	0.0	0.0	0.0	13.3	16.7	11.4	66	51	2.5	4.4	東南東	8.3	北北東	0.3	--	--	曇一時雨	曇	
4	21	1023.5	1028.0	--	--	--	11.8	14.6	10.1	67	58	2.9	5.0	東北東	10.2	北東	0.0	--	--	曇	曇一時晴	
4	22	1020.4	1024.9	5.5	2.0	0.5	11.3	13.1	9.3	77	58	1.7	3.5	北北東	5.7	東北東	0.0	--	--	曇時々雨	雨	
4	23	1011.0	1015.4	9.0	2.0	0.5	13.4	15.7	10.5	94	91	1.9	4.5	西北西	7.4	北北西	0.0	--	--	雨	雨後晴	
4	24	1007.7	1012.0	1.0	1.0	0.5	18.3	24.3	14.1	72	43	2.8	7.1	南東	9.9	南南東	8.2	--	--	晴一時曇	曇一時雨後時々晴、雷を伴う	
4	25	1010.1	1014.4	0.0	0.0	0.0	18.4	22.6	15.6	68	49	3.0 )	6.3 )	南南東 )	11.2 )	南東 )	4.1	--	--	曇一時晴	曇一時雨	
4	26	1006.5	1010.7	1.0	0.5	0.5	18.3	21.3	16.5	77	60	4.9	8.4	南	14.0	南南東	0.1	--	--	雨時々曇	雨一時曇	
4	27	1006.8	1011.1	26.5	4.0	1.0	16.6	17.6	15.7	94	89	2.6	5.0	北北西	8.3	北	0.0	--	--	雨後一時霧雨	霧雨後曇	
4	28	1013.7	1018.0	0.0	0.0	0.0	18.3	23.2	15.6	78	57	2.3	5.3	南南東	7.9	南東	7.7	--	--	曇後晴	曇時々晴	
4	29	1015.0	1019.3	--	--	--	20.6	26.0	14.9	69	46	2.2	4.8	南南東	8.0	南	9.7	--	--	晴後薄曇	曇	
4	30	1015.2	1019.5	--	--	--	20.7	23.3	19.0	74	59	2.8	5.8	南東	9.3	東南東	0.3	--	--	曇	曇	
5	1	1014.0	1018.3	0.5	0.5	0.5	20.5	22.8	19.0	74	63	3.0	7.6	南東	12.7	南東	2.3	--	--	曇時々雨	曇一時雨	
5	2	1007.6	1011.9	37.0	6.0	1.5	18.8	20.9	16.9	84	66	3.3	5.9	東南東	12.1	東	0.0	--	--	雨一時曇	大雨	
5	3	990.4	994.6	121.5	17.0	4.0	17.9	19.2	16.7	95	92	2.7	5.4	北西	11.9	東	0.0	--	--	大雨	曇時々雨	
5	4	986.6	990.8	5.0	2.5	1.0	18.6	21.9	17.1	87	66	1.7	3.6	北北東	6.4	北北東	1.2	--	--	曇時々雨	晴一時雨	
5	5	995.4	999.6	--	0.0	--	21.2	26.2	16.0	54	30	4.0	8.3	南	14.0	南南西	12.3	--	--	晴	晴後一時曇	
5	6	1000.9	1005.2	1.0	1.0	1.0	19.7	26.2	16.0	70	49	3.6	10.1	西	20.4	西	7.6	--	--	晴後一時雨、雷を伴う	晴後時々曇	
5	7	1004.7	1009.0	--	--	--	18.5	22.2	14.0	61	35	3.1	6.7	南南東	11.3	南南東	11.3	--	--	晴一時薄曇	晴後時々曇	
5	8	1005.1	1009.3	--	--	--	20.5	25.0	15.8	63	40	2.3	5.2	南南東	7.5	南南東	7.1	--	--	晴後薄曇	曇	
5	9	1006.1	1010.4	7.5	3.5	1.0	19.3	22.4	15.7	78	59	1.8	5.8	西北西	10.0	北西	0.0	--	--	曇後雨、雷を伴う	雨後曇、雷を伴う	
5	10	1004.1	1008.4	3.5	3.0	1.0	17.1	23.3	14.3	65	36	2.4	9.5	北西	17.7	北西	7.6	--	--	晴後曇一時雨、雷を伴う	快晴	
5	11	1003.0	1007.2	--	--	--	17.4	21.9	13.8	42	29	5.2	8.7	北西	15.7	北西	11.9	--	--	晴後時々薄曇	晴時々薄曇	
5	12	1004.1	1008.4	--	--	--	16.3	21.0	12.8	38	26	5.0	8.1	北北西	16.5	北西	8.4	--	--	晴一時曇	快晴	
5	13	1008.6	1012.9	--	--	--	17.0	22.3	11.9	42	22	3.3	5.5	北西	9.8	北	10.8	--	--	晴後曇	晴	
5	14	1011.8	1016.1	--	--	--	19.7	24.6	14.9	62	41	3.5	7.1	南	12.7	南	11.8	--	--	薄曇後一時晴	薄曇後一時雨	
5	15	1002.6	1006.9	11.5	3.5	1.0	18.7	20.6	17.2	86	67	3.5	6.1	南南西	11.7	南南西	0.0	--	--	雨一時曇	雨一時霧雨後曇	
5	16	997.2	1001.4	0.0	0.0	0.0	22.0	27.2	16.8	58	20	3.5	8.4	北北西	14.5	北北西	8.2	--	--	晴一時曇	薄曇一時晴	
5	17	998.4	1002.6	--	--	--	21.6	26.9	18.2	67	35	3.6	7.9	南	13.1	南	3.6	--	--	曇後一時晴	曇後時々雨、雷を伴う	
5	18	1001.6	1005.8	4.5	2.0	1.0	18.8	23.4	15.2	58	29	3.9	10.6	北北西	18.0	北北西	7.3	--	--	晴時々曇一時雨、雷を伴う	快晴	
5	19	1012.1	1016.4	--	--	--	20.3	25.2	14.7	49	34	3.6	7.4	南東	11.1	南	11.6	--	--	晴後一時薄曇	薄曇	
5	20	1014.7	1019.0	--	--	--	21.3	24.8	18.6	54	33	2.8	5.5	南南東	9.0	南東	5.3	--	--	薄曇	曇	
5	21	1014.8	1019.1	--	--	--	20.2	23.9	16.5	63	38	3.2	5.8	北東	11.5	北北東	6.9	--	--	曇	曇	
5	22	1012.4	1016.8	33.0	5.5	1.5	14.6	16.6	13.1	85	66	3.4	6.2	北北東	11.2	北北東	0.0	--	--	雨、雷を伴う	雨後霧雨	
5	23	1005.3	1009.6	0.0	0.0	0.0	18.7	25.0	13.3	73	47	3.6	6.4	南南東	12.0	北北西	8.3	--	--	曇時々晴	曇後晴	
5	24	1006.2	1010.4	--	--	--	22.0	27.1	17.6	65	34	3.0	5.8	南南西	9.7	南南東	9.3	--	--	薄曇一時晴	曇	
5	25	1004.4	1008.6	0.0	0.0	0.0	20.4	22.1	18.3	72	54	2.3	4.2	北西	6.5	南東	0.1	--	--	曇時々雨	曇一時雨	
5	26	1005.8	1010.0	--	--	--	21.0	25.0	17.4	56	24	2.9	5.9	南東	8.8	南南東	5.9	--	--	薄曇	曇後一時晴	
5	27	1009.1	1013.3	--	--	--	22.5	27.0	19.3	53	30	3.7	7.1	南	11.7	南南西	12.5	--	--	晴	曇一時晴	
5	28	1012.6	1016.9	5.5	5.0	4.0	21.4	25.0	17.6	67	48	3.8	9.0	南	15.6	南	7.9	--	--	晴後一時雨、雷を伴う	曇時々雨一時晴	
5	29	1013.5	1017.8	0.5	0.5	0.5	20.7	25.0	16.9	74	58	3.9	9.1	南	15.8	南	6.0	--	--	晴時々曇	曇時々晴一時雨	
5	30	1014.8	1019.1	0.0	0.5	0.0	20.1	24.0	16.5	67	47	2.8 )	5.7	南南東	9.5	南南東	6.0	--	--	晴時々薄曇	曇	
5	31	1014.2	1018.5	--	--	--	20.3	24.0	17.2	68	45	2.9	5.9	南南東	9.6	南南東	4.2	--	--	薄曇	曇	
6	1	1011.5	1015.7	1.5	1.5	1.0	21.3	25.9	19.3	73	41	2.4	6.4	南南西	10.7	南南西	2.6	--	--	曇時々晴一時雨、雷を伴う	曇後晴	
6	2	1011.6	1015.8	--	--	--	21.6	25.9	18.0	68	42	2.7	7.1	南南東	10.3	南南東	7.9	--	--	薄曇一時晴	曇一時雨	
6	3	1010.5	1014.7	0.5	0.5	0.5	20.3	24.2	17.0	74	52	2.5	5.2	南東	7.9	南南東	2.8	--	--	曇後一時晴	晴一時曇	
6	4	1010.0	1014.2	--	--	--	22.1	26.5	17.7	64	36	3.2	6.4	南	10.4	南	9.9	--	--	晴後薄曇	曇	
6	5	1008.0	1012.2	0.0	0.0	0.0	21.7	23.5	20.5	69	61	4.0	6.7	南	10.9	南	0.0	--	--	曇	曇時々雨	
6	6	998.3	1002.5	4.0	2.0	1.0	19.4	21.5	17.3	74	57	2.8	6.0	北北東	12.9	北北東	0.0	--	--	雨後曇	晴一時曇	
6	7	1003.6	1007.8	--	--	--	21.1	24.7	17.1	67	44	3.6	6.6	南南西	11.4	南	9.0	--	--	薄曇	曇後晴	
6	8	1002.7	1006.8	1.0	1.0	0.5	23.5	27.8	19.5	71	54	3.5	7.1	南	12.3	南南東	9.5	--	--	晴時々薄曇	雨時々曇	
6	9	996.5	1000.8	29.5	5.0	1.5	19.0	21.8	18.0	90	78	3.5	5.8	南南西	11.3	南南西	0.0	--	--	雨	雨後曇	
6	10	994.3	998.5	1.0	1.0	1.0	21.9	27.9	18.2	73	48	2.9	6.5	南東	10.0	南東	5.6	--	--	曇時々晴一時雨	曇時々雨	
6	11	1001.7	1005.9	1.0	1.0	0.5	20.0	23.3	17.5	74	55	2.4	4.5	南東	7.4	東	0.3	--	--	曇	曇	
6	12	1003.3	1007.6	11.5	3.5	1.0	16.9	18.7	15.8	83	73	2.9	4.7	北北東	8.6	北北東	0.0	--	--	曇後雨	雨後時々曇	
6	13	1006.0	1010.3	1.0	1.0	0.5	17.4	21.0	15.2	75	58	3.2	5.7	北北東	11.2	北北東	1.2	--	--	曇	曇	
6	14	1011.6	1015.8	--	--	--	18.6	23.6	15.7	66	52	2.8	4.3	東	9.2	東北東	8.5	--	--	曇後晴	晴後曇	
6	15	1013.3	1017.5	0.0	0.0	0.0	20.3	24.8	16.0	68	53	2.9	6.4	南東	8.7	南東	7.3	--	--	薄曇一時晴	曇後時々雨	
